label wheel station sector db edb dai edai dphizsl2 edphizsl2 x_100011 ex_100011 phiy_100011 ephiy_100011 phiz_100011 ephiz_100011 y_010001 ey_010001 phiz_010001 ephiz_010001 phiy_000011 ephiy_000011 phiz_000011 ephiz_000011 x_100111 ex_100111 phix_100111 ephix_100111 phiy_100111 ephiy_100111 phiz_100111 ephiz_100111 y_010011 ey_010011 phiy_010011 ephiy_010011 phiz_010011 ephiz_010011 y_010111 ey_010111 phix_010111 ephix_010111 phiy_010111 ephiy_010111 phiz_010111 ephiz_010111
MB+0_4_12 0 4 12    0.0617621 0.007673  -0.405726 0.0899492   0 0    0.652917 0.0852413  0.15724 0.382297  0.0346403 0.101801  0 0  0 0    -1.56667 0.0188768  1.9297 0.212285    0.652526 0.0852872  -0.401986 0.709263  0.148523 0.382435  0.0766799 0.125976    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_13 0 4 13    -0.0698635 0.0089729  -0.327205 0.097748   0 0    -4.02546 0.0844115  1.50961 0.4154  -0.187978 0.119893  0 0  0 0    0.11538 0.0213672  -2.32938 0.247522    -4.02496 0.0840533  0.464523 1.06324  1.50719 0.413942  -0.0902094 0.253829    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+0_4_14 0 4 14    0.274133 0.0120323  -0.543414 0.176134   0 0    2.12433 0.108994  3.86101 0.748921  -1.3743 0.154994  0 0  0 0    1.56838 0.0296048  7.07936 0.337127    2.13302 0.109301  -1.75828 1.69578  3.84538 0.749066  -1.04529 0.353116    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_01 1 4 1    0.0296151 0.0082516  -0.122537 0.0869959   0 0    -0.728209 0.0927009  0.489345 0.348518  0.520632 0.114026  0 0  0 0    -0.368628 0.0823849  1.42761 0.225523    -0.727626 0.0927028  -0.651379 0.752195  0.502888 0.348868  0.432036 0.1532    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_02 1 4 2    -0.0735119 0.00898782  -0.569105 0.0933229   0 0    -0.266321 0.0968218  0.953254 0.373472  0.680604 0.123053  0 0  0 0    -0.639834 0.0892044  -1.55367 0.243885    -0.267709 0.0968398  0.60136 0.819272  0.947183 0.373563  0.759346 0.16326    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_03 1 4 3    -0.0632276 0.00869776  0.00838361 0.0948579   0 0    0.923724 0.0934351  -0.143893 0.381698  0.909739 0.118967  0 0  0 0    0.60804 0.0867886  -1.02133 0.237515    0.919024 0.0934867  1.14463 0.786996  -0.149884 0.381714  1.02836 0.144305    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_04 1 4 4    -0.031177 0.0141751  -0.328814 0.127544   0 0    1.74958 0.113305  0.4831 0.492615  0.37627 0.205691  0 0  0 0    -0.53541 0.148116  -0.577766 0.381898    1.76296 0.115011  1.19604 1.77821  0.511589 0.494353  0.673787 0.487847    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_05 1 4 5    -0.119838 0.00798793  -1.14961 0.0888475   0 0    4.17642 0.0887141  -0.114583 0.358127  0.340477 0.109856  0 0  0 0    -3.63757 0.0797414  -3.33192 0.218752    4.17741 0.0887362  0.359729 0.751633  -0.112527 0.358145  0.296113 0.143596    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_06 1 4 6    0.0516108 0.00758578  -0.0453074 0.0844683   0 0    5.38354 0.0837419  0.245573 0.340509  0.200377 0.104734  0 0  0 0    -0.536625 0.0757996  1.78338 0.207765    5.38452 0.0836607  0.424102 0.707971  0.245404 0.340551  0.150393 0.133832    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_07 1 4 7    0.0100049 0.00786564  -0.444356 0.087236   0 0    4.27811 0.0857918  1.20875 0.351376  -0.0509053 0.107445  0 0  0 0    -0.796547 0.0790279  0.256146 0.216166    4.2741 0.0864289  -1.95004 0.730554  1.22495 0.353174  0.177072 0.137279    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_08 1 4 8    0.02152 0.00786976  -0.0551876 0.0964755   0 0    4.5485 0.0865508  -0.371791 0.392658  0.217416 0.107115  0 0  0 0    -0.852176 0.0793395  0.877415 0.216288    4.54907 0.0865566  0.31103 0.758959  -0.375065 0.392742  0.18494 0.133229    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_09 1 4 9    -0.0137571 0.0103615  0.0906177 0.59268   0 0    2.9887 0.13515  -2.38874 2.51702  0.120389 0.142789  0 0  0 0    -1.84613 0.106505  -0.302114 0.284383    2.9889 0.135138  5.12792 1.92165  -2.34781 2.51688  0.107337 0.142874    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_10 1 4 10    -0.151162 0.0112285  -0.169627 0.163263   0 0    4.19417 0.102314  -0.311476 0.673294  0.183696 0.149002  0 0  0 0    0.697907 0.113128  -4.43691 0.309192    4.1927 0.102664  0.759591 1.55225  -0.334128 0.671902  0.325069 0.325215    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_11 1 4 11    -0.0146624 0.0104823  0.840635 0.598716   0 0    0.615111 0.135732  -3.79103 2.54268  -0.10016 0.144871  0 0  0 0    -0.0473767 0.107471  -0.55 0.287116    0.614575 0.135733  1.38111 1.95269  -3.77528 2.54275  -0.0925985 0.145197    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_12 1 4 12    0.0555095 0.00796267  0.165529 0.0943536   0 0    -0.275675 0.0878451  -0.482373 0.382876  0.230799 0.108266  0 0  0 0    -0.410134 0.0799334  1.93559 0.219276    -0.280817 0.0879191  1.05118 0.744231  -0.51261 0.383464  0.343898 0.134679    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_13 1 4 13    -0.0234112 0.0144997  0.152543 0.132496   0 0    2.77435 0.114832  -1.57165 0.513069  0.13065 0.213032  0 0  0 0    -0.636169 0.152286  -0.585653 0.389148    2.79874 0.116707  -2.11151 1.80615  -1.51377 0.515463  0.634465 0.480757    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+1_4_14 1 4 14    0.127061 0.0114074  0.457696 0.171784   0 0    2.41155 0.103268  -0.733576 0.710081  1.00614 0.152337  0 0  0 0    -0.230423 0.115403  4.87948 0.312603    2.40867 0.103848  -1.07813 1.60436  -0.701732 0.712237  1.1966 0.321573    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_01 2 4 1    -0.0646351 0.00952021  -0.0993986 0.114846   0 0    -1.96521 0.108393  0.656666 0.398079  -0.136292 0.137232  0 0  0 0    1.70713 0.18239  -2.1251 0.258802    -1.96768 0.108589  0.334755 0.900344  0.643531 0.399523  -0.0895395 0.18589    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_02 2 4 2    0.000282203 0.0103292  -0.136433 0.126379   0 0    -2.40704 0.118965  0.55339 0.43923  -0.211867 0.149693  0 0  0 0    -0.0336598 0.199871  -0.203111 0.283377    -2.42066 0.119125  2.17179 0.994024  0.472258 0.440759  0.0914221 0.204128    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_03 2 4 3    0.050758 0.0101893  0.14876 0.129553   0 0    -1.37699 0.110908  0.0881175 0.458937  -0.414458 0.146182  0 0  0 0    -0.438925 0.197646  1.15152 0.278304    -1.38134 0.111101  0.635117 0.959158  0.0624298 0.460535  -0.344539 0.180396    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_04 2 4 4    0.0737873 0.0108053  -0.136659 0.136987   0 0    0.193048 0.105851  0.663935 0.488433  0.0513454 0.157938  0 0  0 0    -1.59723 0.201834  2.3109 0.290758    0.184057 0.105986  2.28903 1.37735  0.579894 0.491043  0.559336 0.344052    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_05 2 4 5    -0.0194173 0.00935775  0.294175 0.114783   0 0    3.23347 0.103579  -1.66365 0.401304  0.440411 0.13429  0 0  0 0    0.0302513 0.179265  -0.153991 0.253031    3.24413 0.1038  1.39288 0.892657  -1.60331 0.403151  0.256723 0.178582    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_06 2 4 6    0.0151578 0.00891054  -0.109279 0.111483   0 0    3.72809 0.0988625  -0.192739 0.393658  0.262428 0.128617  0 0  0 0    -1.00228 0.170489  0.726985 0.240907    3.73124 0.0990539  0.440957 0.854635  -0.172635 0.395555  0.207652 0.166832    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_07 2 4 7    -0.0442111 0.00922661  -0.681596 0.115219   0 0    5.50709 0.102621  1.90792 0.40645  -0.413062 0.132365  0 0  0 0    0.0115082 0.176868  -1.76985 0.250312    5.51875 0.102815  1.51943 0.878706  1.97381 0.408028  -0.604778 0.172612    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_08 2 4 8    -0.0210518 0.0094931  -0.0773735 0.125949   0 0    4.76055 0.104296  -0.236028 0.454825  0.14725 0.134828  0 0  0 0    -0.0863285 0.183671  -0.497921 0.257806    4.74946 0.104472  -1.71035 0.928291  -0.302715 0.456251  0.33534 0.169111    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_09 2 4 9    -0.0410264 0.012759  0.544715 0.689805   0 0    2.55672 0.157006  -3.19858 2.90974  0.268797 0.175543  0 0  0 0    0.052097 0.255894  -0.991714 0.350513    2.55814 0.157008  2.57269 2.34277  -3.17114 2.90978  0.252303 0.176178    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_10 2 4 10    0.00868703 0.0122262  0.465795 0.195794   0 0    2.53891 0.112882  -1.40891 0.749448  0.200971 0.168433  0 0  0 0    0.375942 0.235421  0.466512 0.333618    2.53926 0.113003  -0.140938 1.7738  -1.40216 0.754732  0.174698 0.372145    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_11 2 4 11    -0.0130574 0.0130309  -1.03343 0.710971   0 0    0.00119608 0.160491  4.50475 2.99959  -0.292814 0.180164  0 0  0 0    0.40381 0.2606  -0.693851 0.357378    0.00161765 0.160491  -1.65334 2.41772  4.50511 2.99957  -0.297409 0.180308    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_12 2 4 12    -0.047841 0.010529  0.271007 0.138679   0 0    -0.165436 0.126584  -0.331274 0.499932  0.119238 0.14912  0 0  0 0    1.90954 0.202532  -1.34953 0.286801    -0.146605 0.12684  -2.18009 0.947184  -0.23233 0.501746  -0.142616 0.187639    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_13 2 4 13    0.00418569 0.0110338  0.320018 0.143093   0 0    2.36212 0.105275  -1.81791 0.514707  0.30284 0.160567  0 0  0 0    -0.55141 0.206791  0.43111 0.297571    2.36543 0.105391  0.96418 1.43775  -1.77089 0.519391  0.09642 0.347569    0 0  0 0  0 0    0 0  0 0  0 0  0 0
MB+2_4_14 2 4 14    0.19324 0.0123256  -0.427655 0.196332   0 0    -0.0322344 0.113432  2.46726 0.750398  1.04658 0.170134  0 0  0 0    -3.74666 0.237354  6.96718 0.337143    -0.0374062 0.113608  -1.49798 1.82848  2.39225 0.755963  1.33208 0.387674    0 0  0 0  0 0    0 0  0 0  0 0  0 0
